customer_index,segment,churn_probability,persona,secondary_persona,priority,driver_1,driver_2,driver_3,recommended_actions
5867,High,0.9939,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Total_Purchases,LTV_Per_Purchase,Service Recovery Campaign
36579,Medium,0.9889,Price Sensitive Shopper,Disengaged Customer,Low,Age,Discount_Usage_Rate,Total_Purchases,Promotional Campaign
6282,Low,0.946,Frustrated Customer,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Returns_Rate,Email_Open_Rate,Feedback Request
23007,High,0.9859,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Total_Purchases,Average_Order_Value,Service Recovery Campaign
32237,Low,0.9595,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Customer_Service_Calls,Sale Notification
43305,Low,0.9776,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Customer_Service_Calls,Sale Notification
29941,Medium,0.4198,Price Sensitive Shopper,Frustrated Customer,Low,Cart_Abandonment_Rate,Customer_Service_Calls,Product_Reviews_Written,Promotional Campaign
44313,High,0.9901,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,Total_Purchases,Service Recovery Campaign
13925,Medium,0.9256,Dormant Customer,Price Sensitive Shopper,Low,Purchase_Frequency,Cart_Abandonment_Rate,Days_Since_Last_Purchase,Automated Re-engagement Email
8216,High,0.9902,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,LTV_Per_Purchase,Total_Purchases,Service Recovery Campaign
3178,Low,0.6806,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Returns_Rate,Newsletter
18743,High,0.9919,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Returns_Rate,LTV_Per_Purchase,Service Recovery Campaign
815,Medium,0.9475,Price Sensitive Shopper,Dormant Customer,Low,Age,Discount_Usage_Rate,Cart_Abandonment_Rate,Promotional Campaign
15457,Low,0.9745,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Purchase_Frequency,Email_Open_Rate,Newsletter
28741,High,0.9887,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Email_Open_Rate,Cart_Abandonment_Rate,Service Recovery Campaign
5370,High,0.9716,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Age,Average_Order_Value,Service Recovery Campaign
49771,Medium,0.7897,Disengaged Customer,Price Sensitive Shopper,Low,Cart_Abandonment_Rate,Email_Open_Rate,Customer_Service_Calls,Re-engagement Email
4413,Low,0.8876,Dormant Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Purchase_Frequency,Age,Newsletter Reminder
10534,VIP,0.9768,Price Sensitive Shopper,Dormant Customer,Critical,Age,Discount_Usage_Rate,LTV_Per_Purchase,VIP Loyalty Rewards | Exclusive Discount Access
49212,IMP,0.9926,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Discount_Usage_Rate,Total_Purchases,Priority Support | Service Recovery Campaign
33797,Low,0.9384,Disengaged Customer,Frustrated Customer,Minimal,Email_Open_Rate,Age,Session_Duration_Avg,Newsletter
34741,IMP,0.9925,Frustrated Customer,Disengaged Customer,High,Customer_Service_Calls,Total_Purchases,Mobile_App_Usage,Priority Support | Service Recovery Campaign
2358,High,0.9911,Price Sensitive Shopper,Frustrated Customer,Medium,Age,Discount_Usage_Rate,Total_Purchases,Targeted Coupon
4803,Low,0.5546,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Customer_Service_Calls,Newsletter
28844,Medium,0.8522,Price Sensitive Shopper,Disengaged Customer,Low,Purchase_Frequency,Cart_Abandonment_Rate,Days_Since_Last_Purchase,Promotional Campaign
38657,Medium,0.6266,Price Sensitive Shopper,Disengaged Customer,Low,Cart_Abandonment_Rate,Login_Frequency,Discount_Usage_Rate,Promotional Campaign
3724,High,0.993,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Total_Purchases,Average_Order_Value,Service Recovery Campaign
7612,High,0.988,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,Total_Purchases,Service Recovery Campaign
11441,Low,0.9672,Disengaged Customer,Price Sensitive Shopper,Minimal,Purchase_Frequency,Cart_Abandonment_Rate,Email_Open_Rate,Newsletter
31473,IMP,0.984,Frustrated Customer,Disengaged Customer,High,Customer_Service_Calls,Total_Purchases,LTV_Per_Purchase,Priority Support | Service Recovery Campaign
21074,IMP,0.993,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Total_Purchases,LTV_Per_Purchase,Priority Support | Service Recovery Campaign
32740,Medium,0.9526,Price Sensitive Shopper,Disengaged Customer,Low,Cart_Abandonment_Rate,Email_Open_Rate,Purchase_Frequency,Promotional Campaign
3158,High,0.9727,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,LTV_Per_Purchase,Service Recovery Campaign
32584,High,0.9931,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Total_Purchases,LTV_Per_Purchase,Service Recovery Campaign
4795,IMP,0.9895,Price Sensitive Shopper,Disengaged Customer,High,Age,Discount_Usage_Rate,Gender,Loyalty Rewards | Targeted Coupon
22552,High,0.9766,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Returns_Rate,Total_Purchases,Service Recovery Campaign
23575,IMP,0.9909,Frustrated Customer,Dormant Customer,High,Customer_Service_Calls,LTV_Per_Purchase,Total_Purchases,Priority Support | Service Recovery Campaign
39685,Medium,0.8383,Disengaged Customer,Frustrated Customer,Low,Email_Open_Rate,Customer_Service_Calls,Mobile_App_Usage,Re-engagement Email
43254,Medium,0.9277,Frustrated Customer,Disengaged Customer,Low,Customer_Service_Calls,Email_Open_Rate,Cart_Abandonment_Rate,Customer Feedback Survey
12127,High,0.4059,Price Sensitive Shopper,Disengaged Customer,Medium,Cart_Abandonment_Rate,Discount_Usage_Rate,Purchase_Frequency,Targeted Coupon
33829,Medium,0.5437,Frustrated Customer,Price Sensitive Shopper,Low,Customer_Service_Calls,Cart_Abandonment_Rate,Purchase_Frequency,Customer Feedback Survey
24336,High,0.9914,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Returns_Rate,Total_Purchases,Service Recovery Campaign
41393,IMP,0.9885,Frustrated Customer,Dormant Customer,High,Customer_Service_Calls,LTV_Per_Purchase,Total_Purchases,Priority Support | Service Recovery Campaign
12854,Low,0.958,Price Sensitive Shopper,Dormant Customer,Minimal,Cart_Abandonment_Rate,Customer_Service_Calls,Purchase_Frequency,Sale Notification
33101,High,0.9896,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Total_Purchases,Average_Order_Value,Service Recovery Campaign
26258,IMP,0.9853,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Discount_Usage_Rate,LTV_Per_Purchase,Priority Support | Service Recovery Campaign
20337,Medium,0.9597,Price Sensitive Shopper,Disengaged Customer,Low,Cart_Abandonment_Rate,Email_Open_Rate,Customer_Service_Calls,Promotional Campaign
11323,High,0.9864,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,LTV_Per_Purchase,Flag_Missing,Service Recovery Campaign
49097,Medium,0.9428,Price Sensitive Shopper,Disengaged Customer,Low,Age,Discount_Usage_Rate,Email_Open_Rate,Promotional Campaign
27191,Low,0.8057,Price Sensitive Shopper,Frustrated Customer,Minimal,Cart_Abandonment_Rate,Purchase_Frequency,Customer_Service_Calls,Sale Notification
36694,Low,0.7276,Frustrated Customer,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Wishlist_Items,Email_Open_Rate,Feedback Request
16841,High,0.9895,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,Total_Purchases,Service Recovery Campaign
39288,IMP,0.9999,Frustrated Customer,Price Sensitive Shopper,High,Age,Discount_Usage_Rate,Customer_Service_Calls,Priority Support | Service Recovery Campaign
2497,Low,0.9808,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Customer_Service_Calls,Purchase_Frequency,Newsletter
15734,Low,0.9818,Disengaged Customer,Frustrated Customer,Minimal,Cart_Abandonment_Rate,Purchase_Frequency,Email_Open_Rate,Newsletter
44218,High,0.9901,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Returns_Rate,LTV_Per_Purchase,Service Recovery Campaign
28086,High,0.99,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,LTV_Per_Purchase,Credit_Balance,Service Recovery Campaign
21739,Medium,0.9839,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Returns_Rate,Promotional Campaign
24229,Medium,0.8114,Frustrated Customer,Dormant Customer,Low,Returns_Rate,Purchase_Frequency,Age,Customer Feedback Survey
19163,High,0.9871,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Days_Since_Last_Purchase,Average_Order_Value,Service Recovery Campaign
15119,High,0.5674,Dormant Customer,Disengaged Customer,Medium,Days_Since_Last_Purchase,Purchase_Frequency,Email_Open_Rate,Win-back Campaign | Personalized Product Recommendations
9539,Medium,0.4585,Disengaged Customer,Frustrated Customer,Low,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Re-engagement Email
12424,IMP,0.9918,Frustrated Customer,Dormant Customer,High,Customer_Service_Calls,Returns_Rate,LTV_Per_Purchase,Priority Support | Service Recovery Campaign
16321,High,0.9863,Price Sensitive Shopper,Disengaged Customer,Medium,Age,Discount_Usage_Rate,Total_Purchases,Targeted Coupon
25705,Medium,0.9995,Price Sensitive Shopper,Disengaged Customer,Low,Age,Cart_Abandonment_Rate,Discount_Usage_Rate,Promotional Campaign
41323,Medium,0.9829,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Returns_Rate,Promotional Campaign
41853,High,0.9896,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Total_Purchases,LTV_Per_Purchase,Service Recovery Campaign
34984,IMP,0.9943,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Total_Purchases,Membership_Years,Priority Support | Service Recovery Campaign
16512,Low,0.8907,Price Sensitive Shopper,Dormant Customer,Minimal,Cart_Abandonment_Rate,Purchase_Frequency,Product_Reviews_Written,Sale Notification
33819,Medium,0.9391,Frustrated Customer,Disengaged Customer,Low,Returns_Rate,Cart_Abandonment_Rate,Purchase_Frequency,Customer Feedback Survey
39067,High,0.9889,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Total_Purchases,Engagement_Score,Service Recovery Campaign
49699,High,0.9903,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,Total_Purchases,Service Recovery Campaign
47718,Medium,0.9603,Price Sensitive Shopper,Disengaged Customer,Low,Age,Discount_Usage_Rate,Email_Open_Rate,Promotional Campaign
25428,Low,0.6854,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Discount_Usage_Rate,Sale Notification
42291,High,0.9904,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,LTV_Per_Purchase,Total_Purchases,Service Recovery Campaign
46274,Low,0.7181,Frustrated Customer,Disengaged Customer,Minimal,Customer_Service_Calls,Cart_Abandonment_Rate,Pages_Per_Session,Feedback Request
40237,Medium,0.6256,Price Sensitive Shopper,Frustrated Customer,Low,Cart_Abandonment_Rate,Customer_Service_Calls,Email_Open_Rate,Promotional Campaign
15695,Low,0.6665,Disengaged Customer,Dormant Customer,Minimal,Purchase_Frequency,Days_Since_Last_Purchase,Customer_Service_Calls,Newsletter
17005,Low,0.9417,Frustrated Customer,Price Sensitive Shopper,Minimal,Age,Discount_Usage_Rate,Returns_Rate,Feedback Request
22485,Low,0.9892,Disengaged Customer,Frustrated Customer,Minimal,Cart_Abandonment_Rate,Purchase_Frequency,Customer_Service_Calls,Newsletter
33641,Low,0.9355,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Customer_Service_Calls,Email_Open_Rate,Sale Notification
5777,Low,0.944,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Customer_Service_Calls,Email_Open_Rate,Newsletter
4123,High,0.9922,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Total_Purchases,Social_Media_Engagement_Score,Service Recovery Campaign
2302,Medium,0.4435,Price Sensitive Shopper,Frustrated Customer,Low,Cart_Abandonment_Rate,Customer_Service_Calls,Credit_Balance,Promotional Campaign
5056,Medium,0.9568,Price Sensitive Shopper,Disengaged Customer,Low,Purchase_Frequency,Cart_Abandonment_Rate,Customer_Service_Calls,Promotional Campaign
49151,Medium,0.5173,Frustrated Customer,Disengaged Customer,Low,Purchase_Frequency,Email_Open_Rate,Returns_Rate,Customer Feedback Survey
18569,High,0.9888,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Gender,Total_Purchases,Service Recovery Campaign
45752,Low,0.939,Price Sensitive Shopper,Dormant Customer,Minimal,Purchase_Frequency,Cart_Abandonment_Rate,Days_Since_Last_Purchase,Sale Notification
2157,Low,0.9374,Frustrated Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Returns_Rate,Customer_Service_Calls,Feedback Request
37538,High,0.9859,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Returns_Rate,Discount_Usage_Rate,Service Recovery Campaign
1780,High,0.9901,Price Sensitive Shopper,Disengaged Customer,Medium,Age,Discount_Usage_Rate,Total_Purchases,Targeted Coupon
43955,Medium,0.9738,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Customer_Service_Calls,Promotional Campaign
24955,IMP,0.9896,Frustrated Customer,Dormant Customer,High,Customer_Service_Calls,Age,Days_Since_Last_Purchase,Priority Support | Service Recovery Campaign
1238,Medium,0.7519,Price Sensitive Shopper,Frustrated Customer,Low,Cart_Abandonment_Rate,Customer_Service_Calls,Pages_Per_Session,Promotional Campaign
22895,High,0.9982,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Cart_Abandonment_Rate,Returns_Rate,Service Recovery Campaign
26587,Medium,0.8128,Price Sensitive Shopper,Disengaged Customer,Low,Cart_Abandonment_Rate,Email_Open_Rate,Age,Promotional Campaign
49053,Low,0.9743,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Purchase_Frequency,Days_Since_Last_Purchase,Newsletter
3267,Medium,0.8787,Price Sensitive Shopper,Disengaged Customer,Low,Cart_Abandonment_Rate,Email_Open_Rate,Mobile_App_Usage,Promotional Campaign
3801,Medium,0.9905,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Customer_Service_Calls,Promotional Campaign
8574,High,0.8601,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Returns_Rate,Total_Purchases,Service Recovery Campaign
39241,High,0.9987,Price Sensitive Shopper,Frustrated Customer,Medium,Age,Discount_Usage_Rate,Customer_Service_Calls,Targeted Coupon
42793,High,0.9875,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Age,Total_Purchases,Service Recovery Campaign
6648,Low,0.9101,Dormant Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Days_Since_Last_Purchase,Customer_Service_Calls,Newsletter Reminder
39708,Medium,0.8916,Disengaged Customer,Dormant Customer,Low,Cart_Abandonment_Rate,Purchase_Frequency,Days_Since_Last_Purchase,Re-engagement Email
39978,High,0.8155,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,Average_Order_Value,Service Recovery Campaign
44172,Low,0.9031,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Purchase_Frequency,Sale Notification
14931,IMP,0.9836,Price Sensitive Shopper,Dormant Customer,High,Age,Discount_Usage_Rate,Total_Purchases,Loyalty Rewards | Targeted Coupon
41976,Low,0.8896,Disengaged Customer,Frustrated Customer,Minimal,Purchase_Frequency,Email_Open_Rate,Customer_Service_Calls,Newsletter
24561,IMP,0.9938,Frustrated Customer,Dormant Customer,High,Customer_Service_Calls,Credit_Balance,Total_Purchases,Priority Support | Service Recovery Campaign
21996,Low,0.9755,Price Sensitive Shopper,Frustrated Customer,Minimal,Age,Discount_Usage_Rate,Customer_Service_Calls,Sale Notification
49074,IMP,0.9864,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Age,LTV_Per_Purchase,Priority Support | Service Recovery Campaign
15453,High,0.9782,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Returns_Rate,Total_Purchases,Service Recovery Campaign
17963,Medium,0.99,Frustrated Customer,Disengaged Customer,Low,Cart_Abandonment_Rate,Returns_Rate,Customer_Service_Calls,Customer Feedback Survey
7129,High,0.9882,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Days_Since_Last_Purchase,Total_Purchases,Service Recovery Campaign
20840,Low,0.9757,Price Sensitive Shopper,Dormant Customer,Minimal,Cart_Abandonment_Rate,Purchase_Frequency,Days_Since_Last_Purchase,Sale Notification
1716,High,0.9908,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Wishlist_Items,LTV_Per_Purchase,Service Recovery Campaign
37779,Medium,0.977,Price Sensitive Shopper,Dormant Customer,Low,Purchase_Frequency,Cart_Abandonment_Rate,Customer_Service_Calls,Promotional Campaign
34896,Low,0.7472,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Pages_Per_Session,Login_Frequency,Sale Notification
29852,IMP,0.9928,Frustrated Customer,Dormant Customer,High,Customer_Service_Calls,LTV_Per_Purchase,Total_Purchases,Priority Support | Service Recovery Campaign
46887,High,0.9743,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Discount_Usage_Rate,Days_Since_Last_Purchase,Service Recovery Campaign
20322,Low,0.9621,Frustrated Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Customer_Service_Calls,Purchase_Frequency,Feedback Request
49743,Low,0.9987,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Age,Discount_Usage_Rate,Sale Notification
19309,Medium,0.9804,Price Sensitive Shopper,Dormant Customer,Low,Age,Discount_Usage_Rate,Days_Since_Last_Purchase,Promotional Campaign
39617,High,0.9665,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Age,LTV_Per_Purchase,Service Recovery Campaign
6204,Low,0.9697,Frustrated Customer,Price Sensitive Shopper,Minimal,Age,Discount_Usage_Rate,Returns_Rate,Feedback Request
43867,Medium,0.4215,Dormant Customer,Frustrated Customer,Low,Purchase_Frequency,Customer_Service_Calls,Days_Since_Last_Purchase,Automated Re-engagement Email
3601,IMP,0.9903,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Discount_Usage_Rate,Returns_Rate,Priority Support | Service Recovery Campaign
42753,Low,0.9102,Disengaged Customer,Frustrated Customer,Minimal,Email_Open_Rate,Customer_Service_Calls,Cart_Abandonment_Rate,Newsletter
39671,Low,0.683,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Customer_Service_Calls,Pages_Per_Session,Sale Notification
8232,Low,0.9938,Price Sensitive Shopper,Disengaged Customer,Minimal,Age,Discount_Usage_Rate,Cart_Abandonment_Rate,Sale Notification
49317,IMP,0.4191,Price Sensitive Shopper,Dormant Customer,High,Cart_Abandonment_Rate,Days_Since_Last_Purchase,Login_Frequency,Loyalty Rewards | Targeted Coupon
34340,High,0.9849,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Email_Open_Rate,Days_Since_Last_Purchase,Service Recovery Campaign
11201,Medium,0.9899,Price Sensitive Shopper,Disengaged Customer,Low,Age,Discount_Usage_Rate,Total_Purchases,Promotional Campaign
4294,Low,0.9399,Frustrated Customer,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Returns_Rate,Email_Open_Rate,Feedback Request
19251,High,0.97,Price Sensitive Shopper,Dormant Customer,Medium,Age,Discount_Usage_Rate,Total_Purchases,Targeted Coupon
7309,Medium,0.9622,Price Sensitive Shopper,Dormant Customer,Low,Purchase_Frequency,Days_Since_Last_Purchase,Cart_Abandonment_Rate,Promotional Campaign
10214,Low,0.9776,Disengaged Customer,Dormant Customer,Minimal,Purchase_Frequency,Email_Open_Rate,Age,Newsletter
47040,IMP,0.9653,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Average_Order_Value,Total_Purchases,Priority Support | Service Recovery Campaign
14594,Low,0.9867,Price Sensitive Shopper,Frustrated Customer,Minimal,Age,Discount_Usage_Rate,Returns_Rate,Sale Notification
47110,Medium,0.9902,Price Sensitive Shopper,Disengaged Customer,Low,Age,Discount_Usage_Rate,Pages_Per_Session,Promotional Campaign
46981,Medium,0.9756,Price Sensitive Shopper,Dormant Customer,Low,Age,Discount_Usage_Rate,Purchase_Frequency,Promotional Campaign
14717,High,0.9871,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Total_Purchases,Average_Order_Value,Service Recovery Campaign
45430,Medium,0.4945,Price Sensitive Shopper,Disengaged Customer,Low,Cart_Abandonment_Rate,Email_Open_Rate,Product_Reviews_Written,Promotional Campaign
21093,Low,0.9089,Disengaged Customer,Frustrated Customer,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Customer_Service_Calls,Newsletter
48380,Medium,0.9759,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Customer_Service_Calls,Promotional Campaign
6074,High,0.9886,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,LTV_Per_Purchase,Service Recovery Campaign
40250,Medium,0.9734,Price Sensitive Shopper,Frustrated Customer,Low,Age,Discount_Usage_Rate,Customer_Service_Calls,Promotional Campaign
40197,High,0.9918,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,LTV_Per_Purchase,Average_Order_Value,Service Recovery Campaign
4498,Medium,0.8326,Price Sensitive Shopper,Frustrated Customer,Low,Cart_Abandonment_Rate,Customer_Service_Calls,Age,Promotional Campaign
40448,Low,0.7711,Price Sensitive Shopper,Frustrated Customer,Minimal,Purchase_Frequency,Cart_Abandonment_Rate,Customer_Service_Calls,Sale Notification
42325,Medium,0.9825,Price Sensitive Shopper,Disengaged Customer,Low,Cart_Abandonment_Rate,Purchase_Frequency,Customer_Service_Calls,Promotional Campaign
8692,Medium,0.9335,Dormant Customer,Price Sensitive Shopper,Low,Cart_Abandonment_Rate,Purchase_Frequency,Days_Since_Last_Purchase,Automated Re-engagement Email
9626,IMP,0.9874,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Discount_Usage_Rate,Total_Purchases,Priority Support | Service Recovery Campaign
37308,Low,0.9505,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Purchase_Frequency,Email_Open_Rate,Newsletter
37133,Low,0.983,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Purchase_Frequency,Newsletter
23768,IMP,0.9905,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Age,LTV_Per_Purchase,Priority Support | Service Recovery Campaign
33333,Medium,0.9851,Price Sensitive Shopper,Disengaged Customer,Low,Age,Discount_Usage_Rate,Customer_Service_Calls,Promotional Campaign
37998,IMP,0.9889,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Discount_Usage_Rate,LTV_Per_Purchase,Priority Support | Service Recovery Campaign
8877,Medium,0.5827,Disengaged Customer,Frustrated Customer,Low,Purchase_Frequency,Days_Since_Last_Purchase,Age,Re-engagement Email
38520,IMP,0.998,Frustrated Customer,Price Sensitive Shopper,High,Customer_Service_Calls,Age,Discount_Usage_Rate,Priority Support | Service Recovery Campaign
42082,Low,0.9754,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Email_Open_Rate,Customer_Service_Calls,Newsletter
16593,High,0.9857,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Age,Returns_Rate,Service Recovery Campaign
20375,Medium,0.9786,Disengaged Customer,Frustrated Customer,Low,Cart_Abandonment_Rate,Customer_Service_Calls,Email_Open_Rate,Re-engagement Email
16264,High,0.9753,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,Total_Purchases,Service Recovery Campaign
9624,Low,0.691,Disengaged Customer,Frustrated Customer,Minimal,Age,Email_Open_Rate,Customer_Service_Calls,Newsletter
8068,High,0.9925,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Total_Purchases,Average_Order_Value,Service Recovery Campaign
15125,High,0.9811,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,Email_Open_Rate,Service Recovery Campaign
41294,High,0.9888,Frustrated Customer,Dormant Customer,Medium,Customer_Service_Calls,Total_Purchases,Flag_Missing,Service Recovery Campaign
15412,Medium,0.4201,Frustrated Customer,Dormant Customer,Low,Purchase_Frequency,Days_Since_Last_Purchase,Customer_Service_Calls,Customer Feedback Survey
10119,Low,0.6965,Frustrated Customer,Disengaged Customer,Minimal,Customer_Service_Calls,Email_Open_Rate,Returns_Rate,Feedback Request
16673,Low,0.9663,Disengaged Customer,Dormant Customer,Minimal,Days_Since_Last_Purchase,Purchase_Frequency,Returns_Rate,Newsletter
23907,IMP,0.9798,Price Sensitive Shopper,Dormant Customer,High,Age,Discount_Usage_Rate,Total_Purchases,Loyalty Rewards | Targeted Coupon
18716,Low,0.9847,Price Sensitive Shopper,Frustrated Customer,Minimal,Purchase_Frequency,Cart_Abandonment_Rate,Customer_Service_Calls,Sale Notification
48421,High,0.989,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Total_Purchases,Flag_Missing,Service Recovery Campaign
31727,Medium,0.4008,Disengaged Customer,Frustrated Customer,Low,Purchase_Frequency,Days_Since_Last_Purchase,Customer_Service_Calls,Re-engagement Email
24039,Low,0.9962,Price Sensitive Shopper,Frustrated Customer,Minimal,Age,Discount_Usage_Rate,Cart_Abandonment_Rate,Sale Notification
35360,High,0.9875,Frustrated Customer,Disengaged Customer,Medium,Customer_Service_Calls,Total_Purchases,Returns_Rate,Service Recovery Campaign
4502,High,0.9849,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Age,Login_Frequency,Service Recovery Campaign
33109,Low,0.954,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Customer_Service_Calls,Mobile_App_Usage,Sale Notification
39666,Medium,0.9711,Price Sensitive Shopper,Dormant Customer,Low,Cart_Abandonment_Rate,Purchase_Frequency,Days_Since_Last_Purchase,Promotional Campaign
33435,High,0.989,Frustrated Customer,Price Sensitive Shopper,Medium,Customer_Service_Calls,Discount_Usage_Rate,Total_Purchases,Service Recovery Campaign
43938,Low,0.9617,Disengaged Customer,Price Sensitive Shopper,Minimal,Cart_Abandonment_Rate,Purchase_Frequency,Email_Open_Rate,Newsletter
7960,Low,0.7437,Price Sensitive Shopper,Disengaged Customer,Minimal,Cart_Abandonment_Rate,Pages_Per_Session,Email_Open_Rate,Sale Notification
15653,Medium,0.6996,Disengaged Customer,Price Sensitive Shopper,Low,Cart_Abandonment_Rate,Email_Open_Rate,Mobile_App_Usage,Re-engagement Email
